date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
4-Feb-13,9.6,0.5,2.8,3.1,998.6,22.7,0.4,0.7
5-Feb-13,6.7,-0.3,-1.9,0.4,991.4,21.4,0.7,1.1
6-Feb-13,6.1,-0.7,-0.4,0,1005.8,13.2,0.7,0.9
7-Feb-13,6.9,-0.2,-6.2,4.8,1008.7,10.2,0.5,0.7
8-Feb-13,7.4,3,0.1,0,1013.6,9.2,0.5,0.7
9-Feb-13,9.4,4.5,1.6,2.9,1004.1,9,0.6,0.8
10-Feb-13,7.2,4,3.5,20.1,987,9,0.3,0.5
11-Feb-13,4.5,2.9,2.6,2.2,990.2,8.2,0.5,0.6
12-Feb-13,4.8,2.7,2.3,1.5,1002.8,9.5,0.4,0.6
13-Feb-13,11.9,4.7,2.9,7.8,999.5,11.9,0.7,1
14-Feb-13,9.2,3.7,2.5,0.2,1001,13.7,0.5,0.8
15-Feb-13,9.8,2.2,-0.3,0,1008.6,7.7,0.7,1
16-Feb-13,13,2,-1.7,0.3,1008.1,6.9,0.8,1.1
17-Feb-13,9.2,5.6,4.9,0,1005.8,15.4,1.3,1.8
18-Feb-13,7,4.2,1.9,0,1006.6,12.4,1,1.4
19-Feb-13,7.8,-1.1,-7.8,0,1008,7.8,0.7,1
20-Feb-13,7.4,-1.7,-7.5,0,1009.2,12.6,0.7,1.1
21-Feb-13,3.8,1.5,1,0,1011.5,14.8,1.1,1.5
22-Feb-13,2.2,0.4,-0.1,0,1012.5,9,0.9,1.2
23-Feb-13,2.4,-0.2,-1.1,0,1015.3,6.6,0.7,0.9
24-Feb-13,4.6,-2.6,-7.9,1.3,1019,5,0.6,0.8
25-Feb-13,6.7,-3.3,-8,0.1,1022.8,5.4,0.7,1
26-Feb-13,6.4,-1.3,-5.6,0,1025.6,7.4,0.6,0.9
27-Feb-13,6.7,1.8,3.4,0,1027.2,6.4,0.7,1
28-Feb-13,6.5,1.1,-4.6,0,1024.2,5.5,0.6,0.8
1-Mar-13,8.7,-3.1,-5.4,0,1022.5,5.9,0.6,0.9
2-Mar-13,6.9,-3.8,-7.9,0,1018.6,4.3,0.6,0.8
3-Mar-13,8.6,1.4,2.3,0,1011.3,5.5,0.9,1.2
4-Mar-13,6.9,-1.7,-1.8,0,1001.8,7.6,0.8,1.2
5-Mar-13,8.9,-3.8,-8.1,0,993.7,6.8,0.7,1
6-Mar-13,8.4,4.9,3.8,7.7,989.3,8.2,0.6,0.9
7-Mar-13,7.6,6.4,6,9.5,984.8,10.8,0.4,0.6
8-Mar-13,8.5,6.4,6.1,6.1,985.2,12.5,0.4,0.7
9-Mar-13,6.9,3.8,5.8,3,992.4,12.2,0.5,0.7
10-Mar-13,4.9,0.6,2.3,0,999.8,21.8,1.3,2.2
11-Mar-13,1.9,-3.1,-2.7,0.5,1005.8,19.5,1.2,2.1
12-Mar-13,4.5,-2.6,-3.4,0,1006.9,10,1.2,1.8
13-Mar-13,7.6,-1.7,-4.5,1,1006.2,9.5,1.1,1.7
14-Mar-13,8.5,-2.5,-5.2,0.4,1002.2,11.9,1,1.6
15-Mar-13,9.9,-1.1,3.6,0.7,989.8,11.5,1.2,1.8
16-Mar-13,7.9,-3.4,-6.6,0.4,982.3,5.8,1,1.5
17-Mar-13,4.8,0,-3.7,3.8,978.8,7.9,0.5,0.8
18-Mar-13,6.7,0.3,-1.3,5.2,982.2,9.8,0.8,1.2
19-Mar-13,3.8,0,-0.3,5.6,988.1,7.8,0.5,0.8
20-Mar-13,6.7,-0.2,-1.1,1.9,995.7,6.5,0.8,1.2
21-Mar-13,5.6,3.3,-0.8,8.7,997.2,20.8,1,1.7
22-Mar-13,5,2.6,2.7,24.2,992.4,20,0.4,0.8
23-Mar-13,3.6,1.5,2,0.9,999.4,14.5,0.5,0.9
24-Mar-13,2.1,0.7,0.4,0,1005.4,18.9,0.9,1.4
25-Mar-13,4.8,0.7,0.1,0,1008.4,19.2,1.7,2.7
26-Mar-13,3.8,-0.3,-0.7,2.2,1007.7,13.9,1.1,1.8
27-Mar-13,3.3,-0.7,-1.5,2.2,1005.8,10.6,1,1.5
28-Mar-13,4.2,-1.9,-4.6,1.5,1004.5,10.9,1,1.6
29-Mar-13,4,0.5,-0.4,0,1001.5,12.6,1.6,2.5
30-Mar-13,5.8,0.3,-0.4,0,1002.6,11.1,1.7,2.5
31-Mar-13,5.3,2.7,0.7,0,1001.8,15.6,1.9,3
1-Apr-13,4.3,1.3,0.9,0,1002,14.9,1.4,2.1
2-Apr-13,6.7,-0.3,-1.5,0,1007.6,12.2,1.7,2.7
3-Apr-13,7.2,-1.2,-3.5,0,1012,11.8,1.9,3.1
4-Apr-13,7.6,-3.5,-7,0,1012.1,11.8,1.7,2.9
5-Apr-13,6.7,-3.9,-6.2,0.2,1013.6,9.2,1.1,1.7
6-Apr-13,8.6,-5.6,-10.1,0,1014.8,6.3,1.7,2.5
7-Apr-13,7.2,-2.6,-8.3,0,1005.8,10.1,1.2,2
8-Apr-13,7.8,1.3,-1.3,0,993.8,16.4,1.6,2.7
9-Apr-13,7,2,0.8,0,990.5,13.8,1.2,1.9
10-Apr-13,7.9,1.5,-3.1,0.4,990.2,8.8,0.8,1.3
11-Apr-13,8.7,3.7,1.1,14,984.1,7.6,0.7,1
12-Apr-13,11.3,1.6,1,0.3,988.3,7.3,1.4,2.1
13-Apr-13,13.5,0.3,-4.4,1.1,990.3,12.5,0.9,1.5
14-Apr-13,14.3,9.1,6.8,1.7,988.7,18.2,2,3.1
15-Apr-13,16,8.8,7,0.5,993.6,17.5,3,4.5
16-Apr-13,14.1,7.4,5.8,0.2,995.5,19.6,3.4,5.4
17-Apr-13,14.9,7.5,0,0.7,990.1,21.1,2.1,3.1
18-Apr-13,11.6,4.9,4.6,4.8,995.2,22.2,1.9,3.5
19-Apr-13,13.6,2.6,0.1,0,1015.8,8.4,2.3,3.3
20-Apr-13,13.4,1.7,-3,0,1016.7,9.7,2.1,3.1
21-Apr-13,13.1,5.9,5,1.6,1007.9,12.3,2.4,3.6
22-Apr-13,16.6,6,2.9,0.3,1001.7,16.4,2.3,3.5
23-Apr-13,16.1,7.6,5,0,1007,12.8,2.5,3.7
24-Apr-13,14.1,6.6,5.7,5.5,1010.5,10.9,1,1.3
25-Apr-13,12.8,3.7,6.1,7.5,1011.1,9.5,1.4,1.9
26-Apr-13,9.8,1.8,0.5,0,1009,14.6,2.2,3.7
27-Apr-13,10.6,1.8,-0.2,0,1010.3,9,2.3,3.7
28-Apr-13,12.6,4.2,2.9,1.3,1004.5,15.4,2.1,3.3
29-Apr-13,13.3,2.8,2.2,0,1008.7,16.2,3,4.9
30-Apr-13,11.5,0.2,-2.7,0,1016.3,7.4,1.3,1.8
1-May-13,14.7,1.4,1.7,0.1,1015,8.2,1.5,2
2-May-13,15.4,-0.4,-5.3,0,1012.7,8.3,1.6,2.1
3-May-13,14,8.3,8.9,1.2,1005.2,15.6,1.5,2
4-May-13,15.1,7,6,0.2,1002.7,16,1.9,2.6
5-May-13,17.2,10.4,10.2,0,1007.1,13.3,2,2.6
6-May-13,17,5.5,8.6,0.6,1007.1,7.8,1.5,2
7-May-13,16.4,4.2,0.2,0.2,1000.2,8.6,2.8,4.3
8-May-13,16.1,7.6,9,6.5,988.2,16.3,2.4,3.6
9-May-13,12.1,7.4,6.4,4,985.2,19,2.1,3.4
10-May-13,14.4,6.2,6,2.9,994.2,15.5,2.8,4.5
11-May-13,11.6,5.3,4.2,3.6,999.5,17.4,2.2,4.1
12-May-13,13.9,5.1,3.6,2.1,1001.3,16.2,1.8,2.9
13-May-13,10.9,4.9,3.9,2.8,997.8,18,2.5,4.5
14-May-13,13.5,3.8,2.4,0.1,990.1,11.1,2.9,4.5
15-May-13,12.2,3.3,2.8,0.8,988.3,13.8,2.5,4.1
16-May-13,9.8,-0.4,-1.3,0.1,991,7.3,1.7,2.7
17-May-13,12.9,-0.5,-5.3,0,998.4,7.6,2.3,3.5
18-May-13,11,6.5,2.2,0.6,999.6,9.3,1.4,2
19-May-13,15.8,8.6,7.8,0.1,1003.1,4.5,3.3,4.6
20-May-13,15.6,9.2,8.6,0,1008.3,11.5,1.8,2.6
21-May-13,17.2,7.8,7.5,0,1011.2,11.4,3.1,4.6
22-May-13,14.1,6,6.4,0,1013.2,12.8,2.6,4.1
23-May-13,10.8,3.9,1.8,0.6,1010.1,14.7,2.5,3.9
24-May-13,13.7,2.4,3.6,0,1010,12.4,3,4.8
25-May-13,14.5,1.2,-2.6,0,1012.2,6.8,3,4.6
26-May-13,17.4,9.6,8.9,0,1004.2,10.5,3.8,5.5
27-May-13,13.9,7.1,8.2,10.6,991.8,10,2.3,3.3
28-May-13,13.7,5.9,3.8,3.5,992.2,7,2.8,4.2
29-May-13,18.6,8.8,7.9,5.2,1000.3,12.9,4,6.2
30-May-13,19.6,8,7,0,1008.1,12,4.2,6.2
31-May-13,15.7,5,1.7,0,1013.2,9.1,1.4,1.5
1-Jun-13,15.1,4.4,0.7,0,1017.4,9.2,2.5,3.6
2-Jun-13,16.3,6,0.6,0,1020.2,6.3,2.6,3.6
3-Jun-13,18.4,7.1,10.3,0,1022.1,5.1,3.2,4.5
4-Jun-13,18.4,4.2,0.5,0,1018.2,5.2,3.7,5.3
5-Jun-13,17.3,4.7,0.5,0,1012.7,6.9,3.6,5.4
6-Jun-13,17,4.9,0.4,0,1012.8,7,3.5,5.2
7-Jun-13,19.1,5.5,1.4,0,1015.2,6.9,3.8,5.5
8-Jun-13,18.9,4.4,1,0,1012.3,5,3.8,5.4
9-Jun-13,19.5,4,-0.3,0,1006.8,7.2,3.9,5.7
10-Jun-13,18.1,4.8,0.6,3.6,1001.8,10.4,3.3,5.2
11-Jun-13,18.4,10.1,9.6,20.6,996.3,11.8,1.8,2.7
12-Jun-13,16.5,11.1,11.1,9.1,993.3,6.8,2.3,3.2
13-Jun-13,16.8,7.4,9.1,3.9,996.6,11.4,2.6,4
14-Jun-13,16.4,7.5,2.1,3.5,993.9,12.8,2,2.8
15-Jun-13,17.7,7.1,5.7,0.2,993.2,15.5,3.5,5.8
16-Jun-13,16.9,9.9,9.2,3.7,1000.7,9.8,2.6,3.8
17-Jun-13,15.6,7.6,10.1,3.3,1005.7,7.7,1.8,2.7
18-Jun-13,20.8,5.7,2.3,0,1005.5,5.5,3.6,4.9
19-Jun-13,19.8,7.8,9.6,0,1007.5,6.9,4,5.6
20-Jun-13,19.2,7.2,3.2,0,1002.8,5.6,3.4,4.8
21-Jun-13,19.4,11.4,12.6,1.5,996,9.5,3,4.2
22-Jun-13,16.6,11,10.5,5.1,989.3,16.5,2.8,4.8
23-Jun-13,14.9,9,10.3,0.7,1001.8,18.7,2.1,3.5
24-Jun-13,16.8,7.8,5.7,0,1013.6,8.7,2.9,4.2
25-Jun-13,18.1,8.7,3.6,0,1018.5,4.1,2.5,3.4
26-Jun-13,18.6,8.8,7.1,0,1022.1,6.6,3.4,4.7
27-Jun-13,17.3,8,4.2,3.8,1018.3,11.5,1.2,1.9
28-Jun-13,17.9,10.7,12.5,0.2,1011.7,16.4,1.4,1.9
29-Jun-13,22.2,10.1,8.7,0,1013.2,12.3,2.9,4.2
30-Jun-13,17.9,11.3,12.5,1.6,1009.2,15.8,2.8,4.3
1-Jul-13,17.9,9.9,8.3,0,1004.5,10,3.2,4.6
2-Jul-13,17.4,11.7,9.9,6.9,995.2,10.7,1.8,2.4
3-Jul-13,19.5,11.4,10.6,0.1,995.7,11.2,2.4,3.6
4-Jul-13,18.2,11.4,14.1,0,1007.2,16.8,2.9,4.9
5-Jul-13,20.1,9.6,7.7,0,1017,6.9,3.7,5.3
6-Jul-13,21.8,10.9,7.5,0,1019.5,6.6,3.9,5.5
7-Jul-13,21.8,11.5,11.6,0,1023.8,5.2,2.8,3.7
8-Jul-13,23.2,10.1,7.1,0,1024.2,4.9,4.2,5.7
9-Jul-13,26.2,10,6.7,0,1020.4,4.1,4.6,6
10-Jul-13,21.5,9.5,6.2,0,1017.6,5.3,3.7,5.2
11-Jul-13,22.3,9.5,6.8,0,1016.4,5,4,5.5
12-Jul-13,26,8.7,5.5,0,1015.1,4.2,4.4,5.9
13-Jul-13,23.5,12.6,11.5,0,1016.2,5.7,4, 
14-Jul-13,25.2,10.9,7.9,0,1015.6,4.6,3.6,4.8
15-Jul-13,19.2,12.5,9.4,0,1014.7,7.4,2.4,3.3
16-Jul-13,22.2,13.6,11.4,0,1014.5,6.5,3.3,4.3
17-Jul-13,23.8,13.2,13.6,0,1016.3,5,3.7,4.8
18-Jul-13,24.5,10.8,8.3,0,1018.2,5.6,4.4,5.9
19-Jul-13,25.1,12,7.4,0,1016.5,7,4.2,5.8
20-Jul-13,23.4,12.9,10.2,0,1013.5,7.8,4,5.7
21-Jul-13,19.9,11.5,8.6,0,1009.5,6.2,2.3,3.2
22-Jul-13,22.6,13.3,11.4,0,1005,8.5,3.4,4.9
23-Jul-13,24.2,15.5,14.4,3.9,1001.2,6.8,3.2,4.1
24-Jul-13,21.5,13.9,11.5,13,1000,9,2.4,3.4
25-Jul-13,21.7,14,13,20.5,999.2,6,2.9,3.9
26-Jul-13,21.1,13.4,11.6,1,1000.2,6.1,2.8,3.8
27-Jul-13,19.8,8.5,5.1,0,996.7,6.8,2.7,3.9
28-Jul-13,21.6,8.9,6.7,11.1,992.2,6,2.3,3.2
29-Jul-13,21,13.7,10.4,4.7,996.3,8.3,3.1,4.2
30-Jul-13,20.8,11.1,9.3,0,1000.5,10.7,3.4,4.9
31-Jul-13,20.5,12.8,11.6,7.6,998.6,9.2,1.8,2.5
1-Aug-13,22.1,16.6,13.5,3.2,993,10.9,2.5,3.5
2-Aug-13,21.7,13.2,14.5,8.2,991.7,14.7,3.6,5.3
3-Aug-13,20.2,12.3,11.1,3.9,998.7,12.9,3.4,4.9
4-Aug-13,19.4,11.3,7,5.2,1001.8,6.5,2.4,3.4
5-Aug-13,19.9,11.1,13.4,0.2,1002,9.3,2.9,4.1
6-Aug-13,19.3,10,7.5,0,1004.2,6.9,2.3,3.1
7-Aug-13,20.3,7.9,4.5,0,1006,4.1,2.8,3.8
8-Aug-13,22.1,12.4,10.9,0.1,1005.5,8.5,2.9,3.8
9-Aug-13,17.7,13.1,12.6,0,1008.8,10.6,2.4,3.3
10-Aug-13,20.5,12.6,11.4,0,1010.5,9.2,3,4
11-Aug-13,18.9,11.5,10.1,0,1007,14,3.2,4.7
12-Aug-13,18.3,10.3,8.8,1,1008.5,12.4,3,4.4
13-Aug-13,19.4,11.2,9,1.3,1011.2,8.5,2.4,3.3
14-Aug-13,22.9,10.4,7.9,1.2,1007.9,6.5,2.2,3
15-Aug-13,21.8,13.6,14.4,16.3,1001.7,11.9,1.8,2.5
16-Aug-13,20,10.7,7.7,0.1,1002.5,8.6,2.4,3.4
17-Aug-13,21.8,12.1,10.4,1.4,995.1,14,2.2,3.1
18-Aug-13,18.2,11.5,8.8,0.1,998.7,12.2,3,4.4
19-Aug-13,19.9,10.4,8.1,0,1009.4,11.3,2.9,4.1
20-Aug-13,20.5,13.8,10.8,0,1013,10.1,2.8,3.7
21-Aug-13,21.2,14.5,14.5,0,1009.2,13.6,2.9,4.1
22-Aug-13,18.9,13.2,12.2,0,1006.6,8.1,2.4,3.5
23-Aug-13,17.4,12,10.7,3.9,1003.3,5.4,1.2,1.5
24-Aug-13,16.5,8.1,6.4,0.1,1005.5,6.8,1,1.3
25-Aug-13,20,9.8,12.7,0.7,1008.6,6.5,2,2.7
26-Aug-13,18.5,8,5.3,0,1011.5,4.3,1.7,2.3
27-Aug-13,18.9,10.5,5.8,0.4,1012.2,5.8,1.4,1.8
28-Aug-13,19.3,9.2,6.4,0,1012.8,5.5,2.2,3
29-Aug-13,20.9,13.4,10.6,0,1009.6,12.4,2.7,3.9
30-Aug-13,21.1,9.2,11.4,1.2,1009.8,13.1,2.4,3.4
31-Aug-13,16.6,8,5,0,1018,11.8,2.5,3.6
1-Sep-13,17.5,9.2,6.4,0,1019.3,15.6,2.3,3.4
2-Sep-13,21.1,13.3,11.4,0,1016.7,16,2.8,4.1
3-Sep-13,22.2,12.1,10,0,1014.8,6.1,2.9,3.9
4-Sep-13,23.3,11.4,8,0,1007.6,8.2,3.5,4.5
5-Sep-13,17.2,6.7,10.4,0,1004.1,7.6,2,2.8
6-Sep-13,15.9,3.5,1.2,1.6,1002.1,9.2,2,2.9
7-Sep-13,10.8,7.8,7.1,5.3,1000.9,14.4,1.1,1.7
8-Sep-13,14.9,4.9,7.6,2.3,1003.2,9.8,1.6,2.3
9-Sep-13,16.5,3.9,0.6,0,1009.7,8.6,1.8,2.6
10-Sep-13,16.8,8.5,7,0,1015.9,11.4,2.1,3
11-Sep-13,17,11.1,9.5,1,1013.8,11.5,1.1,1.6
12-Sep-13,18.4,9.4,13.2,3,1008,9.8,0.8,1.3
13-Sep-13,13.4,6.1,7.3,0.2,1009.7,5.8,1.1,1.5
14-Sep-13,16.5,4.5,1.4,0,1008.2,6.1,1.9,2.6
15-Sep-13,17,7.2,4.8,1.9,996.7,20.8,1.6,2.8
16-Sep-13,13.2,6.7,5.3,0.3,992.2,19.8,2.2,3.6
17-Sep-13,10,7.8,7.2,9.6,989.2,8.2,0.8,1.2
18-Sep-13,13.7,8,6.9,0,995.7,12.2,1.8,2.7
19-Sep-13,17,8.5,6.1,5.1,997.8,15.9,1.9,2.8
20-Sep-13,16.3,8.7,6.6,0,1006.2,7.2,1.8,2.4
21-Sep-13,22.9,11.7,6.6,0,1010.5,8.1,2.3,3
22-Sep-13,21.7,10.1,11.9,0,1015.2,7.6,2.1,2.8
23-Sep-13,19.9,9.1,5.8,0.1,1011.7,9.2,1.8,2.6
24-Sep-13,17.4,13,12.6,0.9,1005.7,6.7,1.2,1.7
25-Sep-13,15.4,12.9,12.8,1.4,1002.4,5.1,0.7,1
26-Sep-13,14.4,13.2,12.6,1.8,1004.2,9.3,0.6,0.8
27-Sep-13,17.8,11.3,11.5,0,1003.1,7.5,1.4,2
28-Sep-13,17.1,9.7,6.1,0.5,999.1,7.2,1.2,1.7
29-Sep-13,16.7,11.4,11.5,0,997,10.2,1.4,2
30-Sep-13,14.9,10.6,7.4,0.1,995.2,10,0.6,0.9
1-Oct-13,14.9,12.7,12.3,10.5,994.2,13.5,0.7,1
2-Oct-13,16.8,14,12.9,4,992.8,14,0.6,1
3-Oct-13,16.6,13.7,14.1,20.1,991.5,8.7,0.6,0.8
4-Oct-13,16.6,11,12.9,1,997.7,8.1,1,1.4
5-Oct-13,19,10.5,7.8,0,1008.1,8.7,1.7,2.2
6-Oct-13,19.4,12.2,7.8,0,1010.5,10.4,1.4,1.8
7-Oct-13,19,15.5,13.3,0.2,1009.3,12,1.5,1.9
8-Oct-13,16,11.3,11.3,0,1012.7,10.9,0.9,1.3
9-Oct-13,13.2,4.7,7.5,0,1013.8,13.7,1.3,1.8
10-Oct-13,11.9,2.4,-1,0,1016.9,9.8,1.3,1.9
11-Oct-13,13.4,3.1,-0.2,0,1018.7,11.4,1,1.3
12-Oct-13,12.3,9.4,8.2,0,1014.6,10.2,0.8,1.1
13-Oct-13,11.7,8.1,9.2,1,1007.9,7.4,0.7,1
14-Oct-13,12.7,5.3,6,0.1,1003.2,8.9,0.8,1.1
15-Oct-13,13.3,1.8,-1.5,0,1001.6,6.7,0.6,1
16-Oct-13,13.3,9.5,-0.3,25.4,995.5,12.2,0.8,1.1
17-Oct-13,16.8,8.3,6.2,0,999.5,6.7,1,1.3
18-Oct-13,14,11.2,3,19.2,994.9,15.5,0.6,0.9
19-Oct-13,15.5,10,6.9,4.4,987.2,7.3,0.7,1
20-Oct-13,15.2,9.6,5.1,3,986.2,10.9,0.9,1.3
21-Oct-13,16.6,6.6,1.8,11.5,984.8,9.9,0.5,0.8
22-Oct-13,17,12.5,10.8,1.6,976.4,8.2,1,1.2
23-Oct-13,13.4,5.2,7,0,986,14.8,0.7,1.1
24-Oct-13,15.2,3.4,-1.1,2.9,996.3,8.8,0.6,0.9
25-Oct-13,16.3,11.6,10.3,8.5,988,11,0.9,1.2
26-Oct-13,13.5,9.5,7.4,4.5,983.7,10.8,1,1.2
27-Oct-13,13.5,9.3,6,7.5,975.4,18.1,1.3,1.7
28-Oct-13,12.1,7.1,6.4,0.4,981.6,16.4,1.1,1.5
29-Oct-13,10.4,4.5,2.4,0.2,998.7,14,0.9,1.2
30-Oct-13,14.4,4.6,-0.3,0.3,1000.9,10.5,0.7,0.9
31-Oct-13,13.3,7.4,3.5,1.5,1000.7,12.7,1.1,1.4
1-Nov-13,11.1,2,2.2,0,994.8,6.8,0.7,0.9
2-Nov-13,11.3,1,-4.6,2.6,981.1,17.8,1,1.3
3-Nov-13,9.8,2,2.8,1.1,984.9,12,0.7,0.9
4-Nov-13,9.3,-0.1,-3.3,0.1,983.8,8.4,0.5,0.7
5-Nov-13,9.7,6.1,4.4,2.2,982.2,14.9,0.8,1
6-Nov-13,9.3,4.4,5.4,1.7,987.3,9.2,0.4,0.5
7-Nov-13,10.2,3.6,0.1,1.1,991.8,13.8,0.9,1.1
8-Nov-13,8.9,3,2,0.2,992.6,11,0.6,0.8
9-Nov-13,7.7,2.4,0.4,0.6,994,10.8,0.5,0.7
10-Nov-13,10.7,0.7,-1.8,4.6,1002.8,9.2,0.2,0.4
11-Nov-13,13.9,9,5.4,0.7,1006.4,13,0.4,0.6
12-Nov-13,10.1,4.6,2.8,0,1017.7,10.5,0.4,0.5
13-Nov-13,10.1,3.8,2,0.9,1015.8,13.5,0.6,0.8
14-Nov-13,8.7,5.1,3.8,0.3,1018.2,13.6,0.7,0.9
15-Nov-13,10.3,6.4,5,0,1024.2,8.8,0.7,0.8
16-Nov-13,11,9.1,7.4,0,1020.5,9.7,0.7,0.9
17-Nov-13,12.2,9.1,8,3.2,1011.4,6.8,0.3,0.4
18-Nov-13,10.3,1.3,3.1,3.4,1003.2,10.1,0.2,0.3
19-Nov-13,5.5,-0.2,-1.5,0,1006.9,13.6,0.3,0.4
20-Nov-13,7.2,2.8,1.4,2.8,999,20.4,0.6,0.8
21-Nov-13,4.9,0.2,0,0,1005.1,11.8,0.7,1
22-Nov-13,6.4,-2.4,-2.5,0.2,1013,5.8,0.1,0.2
23-Nov-13,6.9,-2.9,-5.7,0,1018.3,7.2,0.2,0.3
24-Nov-13,7.6,5.1,1.8,0,1024.5,5.4,0.4,0.6
25-Nov-13,7.9,4.5,3.7,0,1030.2,5.6,0.5,0.6
26-Nov-13,8,4.2,2.7,0,1030.1,8.7,0.4,0.5
27-Nov-13,9,4.1,2.7,0,1027.2,7.8,0.3,0.5
28-Nov-13,10,7.9,5.5,0.5,1025.5,6.5,0.3,0.3
29-Nov-13,8.4,5,6.1,0.4,1020.7,15.6,0.4,0.6
30-Nov-13,8.9,2,-0.9,0,1021.4,8.3,0.2,0.2
1-Dec-13,9.6,6.6,1.8,0.2,1024.2,5.5,0.3,0.4
2-Dec-13,8.4,5.4,3.1,0,1022.3,4.3,0.4,0.5
3-Dec-13,9.2,4.4,0.1,0.2,1016.8,10.2,0.5,0.6
4-Dec-13,6.5,1.4,-0.6,0,1019.2,11.9,0.1,0
5-Dec-13,9.9,3.3,-0.3,2,1012.5,22,0.7,1.1
6-Dec-13,9.5,2.4,0.8,0,1017.5,12.2,0.5,0.6
7-Dec-13,8.7,6.2,4.5,0,1013.4,11.9,0.4,0.5
8-Dec-13,11.3,6.9,5.2,0.1,1009.4,19.1,0.7,0.8
9-Dec-13,11.6,6.6,2.2,0,1011.9,9.8,0.5,0.5
10-Dec-13,13.4,9.3,6.2,0,1011.8,12.1,1,1.1
11-Dec-13,12.5,9.2,6.9,0,1009.6,12.2,1,1.2
12-Dec-13,15,11.4,8.2,0,1003.5,13.3,1.1,1.2
13-Dec-13,13.8,4,10.4,1,1001.8,15.8,0.7,0.7
14-Dec-13,12.3,3.7,2.1,4.4,998.3,19.5,0.9,1.2
15-Dec-13,12.4,5.3,2.8,2.3,997.7,15.1,1,1.2
16-Dec-13,9.2,3.9,3.4,6.3,1000.2,13,0.5,0.6
17-Dec-13,9.3,2,-1.6,0,1002.8,10.9,0.8,0.8
18-Dec-13,12.2,3.6,1.3,9,981.4,17.7,0.8,1
19-Dec-13,4.2,1,-0.3,0.9,985.8,18.5,0.4,0.6
20-Dec-13,11.5,2,0.5,4.2,995.1,20.5,0.7,0.9
21-Dec-13,9.5,3.9,4.2,8.6,988.8,18.5,0.8,1.1
22-Dec-13,5.2,1.1,0,4.6,991.2,16.7,0.5,0.7
23-Dec-13,11.5,2.4,-1.3,1.4,972.2,17.6,0.7,0.9
24-Dec-13,6.3,1,0.2,5.5,957.5,22.8,0.9,1.3
25-Dec-13,8.1,0.7,-4.1,0,969.5,6.5,0.3,0.3
26-Dec-13,10,1.2,-5,5.6,969.2,14.5,0.4,0.5
27-Dec-13,8.9,2.9,-0.2,10.7,961.7,27.3,1,1.6
28-Dec-13,5.8,1.6,-1.1,0,984.8,14,0.4,0.4
29-Dec-13,11,1.3,-1.5,0.7,994.4,13.1,0.5,0.6
30-Dec-13,11,4.6,-1,11.5,987.5,13.5,0.6,0.6
31-Dec-13,9.2,4.5,0.5,4,982.2,14,0.8,0.9
1-Jan-14,10.4,4,0.8,5.8,969.9,14.7,0.7,0.9
2-Jan-14,9.9,4.7,2,0.2,971.9,15.7,0.5,0.5
3-Jan-14,8.2,3.6,1.9,2.4,971,22.4,1.1,1.3
4-Jan-14,5.6,1.2,-1.9,4.6,979.3,9.3,0.3,0.3
5-Jan-14,12.9,1.5,-2.1,4.8,976.2,14,0.8,1
6-Jan-14,10.3,7.4,4.3,4.6,969.3,21.3,1.2,1.5
7-Jan-14,9.5,6.7,4.3,0.6,981.4,19.5,1.2,1.4
8-Jan-14,8.3,4.8,1.7,8.9,994.3,8.5,0.4,0.6
9-Jan-14,6.6,0.8,-0.8,0.4,995.4,12,0.1,0.1
10-Jan-14,9.5,1.6,-0.1,3.3,998.2,10,0.5,0.6
11-Jan-14,7,-1.5,-1,0.3,1005.8,8.5,0.3,0.3
12-Jan-14,8.7,4.1,-5.2,0.4,997.4,16.5,0.7,1
13-Jan-14,6.5,0.2,-2,0.1,988.3,8.5,0.4,0.6
14-Jan-14,9.9,-0.2,-2.9,5,988.3,9,0.3,0.4
15-Jan-14,10.9,4.8,-1.1,2.5,979.7,9.8,0.6,0.7
16-Jan-14,9.6,3.8,-0.7,1.3,971.7,7.8,0.6,0.7
17-Jan-14,7.2,4.3,0.1,0,973.5,8,0.4,0.5
18-Jan-14,6.2,1.7,0,8.9,975,7.6,0.4,0.6
19-Jan-14,7.4,1.6,-2.3,0.1,982.8,7.8,0.5,0.6
20-Jan-14,7.1,1.3,-0.2,0,993.6,8.3,0.5,0.5
21-Jan-14,9.9,3.7,-5.7,0.4,991.5,11.4,0.9,1.1
22-Jan-14,8.7,3.5,1.8,0,993.3,12.1,0.6,0.7
23-Jan-14,6.3,3.7,-0.2,2.4,1000.5,14,0.6,0.8
24-Jan-14,11.3,4.3,2.4,7.8,997.8,11.4,0.3,0.5
25-Jan-14,9.6,3.1,5.4,2.6,998.2,17.5,0.8,1.1
26-Jan-14,10.2,1.6,1.2,5,987.4,20,0.7,1
27-Jan-14,6.7,2,-0.2,6.2,969.2,19.3,0.5,0.8
28-Jan-14,6.5,3.4,2.4,7.6,969.8,14.4,0.5,0.7
29-Jan-14,6.4,4,2.2,12,985.1,12.2,0.5,0.7
30-Jan-14,6,3.5,2.7,0.1,992.5,8.5,0.6,0.8
